Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,0,Dungeoneer's Pack,Commander Legends: Battle for Baldur's Gate,312,,,foil,,,,,,,$0.00
1,0,Entirely Normal Armchair,"",,Near Mint,English,,,,,,,,$0.00
1,1,Fae of Wishes // Granted,Throne of Eldraine,44,,,,,,,,,,$0.00
3,1,Ilysian Caryatid,Theros Beyond Death,174,,,,,,,,,,$0.00
1,0,Infernal Spawn of Evil,Unsanctioned,38,Near Mint,English,,,,,,,,$0.00
1,1,Lochmere Serpent,Throne of Eldraine,195,,,,,,,,,,$0.00
1,1,Lonely Sandbar,Commander Anthology Volume II,257,,,,,,,,,,$0.00
1,0,Micromancer,Dominaria United,57,,,,,,,,,,$0.00
1,1,Mobile Garrison,Aether Revolt,165,,,,,,,,,,$0.00
2,2,Once and Future,Throne of Eldraine,168,,,,,,,,,,$0.00
1,0,Port Town,Kamigawa: Neon Dynasty Commander,174,,,,,,,,,,$0.00
1,0,Radha's Firebrand,Dominaria United,141,,,,,,,,,,$0.00
2,0,Ram Through,Ikoria: Lair of Behemoths,170,,,,,,,,,,$0.00
1,1,Storm Herd,Commander 2019,75,,,,,,,,,,$0.00
1,1,"Talrand, Sky Summoner",Commander 2019,97,,,,,,,,,,$0.00
2,0,Tolarian Terror,Dominaria United,72,,,,,,,,,,$0.00
1,1,Tomebound Lich,Core Set 2020,219,,,,,,,,,,$0.00
1,1,Vantress Gargoyle,Throne of Eldraine,71,,,,,,,,,,$0.00
1,1,Witch's Vengeance,Throne of Eldraine,111,,,,,,,,,,$0.00
1,0,Yotia Declares War,Dominaria United,153,,,,,,,,,,$0.00
1,1,Barren Moor,Commander 2019,229,,,,,,,,,,$0.00
1,0,Barroom Brawl,Commander Legends: Battle for Baldur's Gate,217,,,,,,,,,,$0.00
1,1,Blacklance Paragon,Throne of Eldraine,79,,,,,,,,,,$0.00
1,0,Blast from the Past,Unsanctioned,48,Near Mint,English,,,,,,,,$0.00
1,0,Boomstacker,"",,Near Mint,English,,,,,,,,$0.00
1,0,Burglar Rat,Guilds of Ravnica,64,,,,,,,,,,$0.00
1,0,Cerulean Drake,Core Set 2020,53,,,,,,,,,,$0.00
1,0,Commander's Sphere,Commander 2019,212,,,,,,,,,,$0.00
1,0,Cultist of the Absolute,Commander Legends: Battle for Baldur's Gate,123,,,,,,,,,,$0.00
1,0,Demonic Embrace,Core Set 2021,95,,,,,,,,,,$0.00
1,1,Devil's Play,Commander 2019,138,,,,,,,,,,$0.00
2,2,"Dovin, Hand of Control",War of the Spark,229,,,,,,,,,,$0.00
1,0,Eater of Virtue,Kamigawa: Neon Dynasty,245,,Japanese,,,,,,,,$0.00
1,0,"Ellyn Harbreeze, Busybody",Commander Legends: Battle for Baldur's Gate,377,,,foil,,,,,,,$0.00
2,0,Ertai's Scorn,Dominaria United,48,,,,,,,,,,$0.00
1,0,Forgotten Creation,Commander Legends: Battle for Baldur's Gate,721,,,,,,,,,,$0.00
1,0,Gold Myr,Kamigawa: Neon Dynasty Commander,153,,,,,,,,,,$0.00
5,5,Golden Egg,Throne of Eldraine,220,,,,,,,,,,$0.00
1,1,Hedonist's Trove,Commander 2019,119,,,,,,,,,,$0.00
1,1,Hundred-Handed One,Conspiracy: Take the Crown,93,,,,,,,,,,$0.00
1,1,Ignite the Beacon,War of the Spark,18,,,,,,,,,,$0.00
1,1,Ignite the Future,Commander 2019,27,,,,,,,,,,$0.00
1,1,Izzet Boilerworks,Commander 2019,252,,,,,,,,,,$0.00
1,1,Kazandu Mammoth // Kazandu Valley,Zendikar Rising,305,,,,,,,,,,$0.00
1,0,Light of Promise,Core Set 2021,25,,,,,,,,,,$0.00
1,0,"Lozhan, Dragons' Legacy",Commander Legends: Battle for Baldur's Gate,281,,,,,,,,,,$0.00
1,1,Masterful Replication,Core Set 2020,65,,,,,,,,,,$0.00
1,1,Millikin,Eternal Masters,226,,,,,,,,,,$0.00
1,1,Nightmare Unmaking,Commander 2019,20,,,,,,,,,,$0.00
1,1,Oakhame Adversary,Throne of Eldraine,167,,,,,,,,,,$0.00
1,1,Phylactery Lich,Core Set 2019,113,,,,,,,,,,$0.00
1,0,Psionic Ritual,Commander Legends: Battle for Baldur's Gate,668,,,,,,,,,,$0.00
2,2,Secrets of the Dead,Commander 2019,95,,,,,,,,,,$0.00
1,1,"Sevinne, the Chronoclasm",Commander 2019,49,,,foil,,,,,,,$0.00
1,0,Shadow Prophecy,Dominaria United,105,,,,,,,,,,$0.00
1,0,Smash to Dust,Dominaria United,144,,,,,,,,,,$0.00
1,1,Sorcerous Spyglass,Throne of Eldraine,233,,,,,,,,,,$0.00
4,0,Spirit of Malevolence,Core Set 2021,331,,,,,,,,,,$0.00
1,1,Take Vengeance,Core Set 2020,313,,,,,,,,,,$0.00
4,0,Teferi's Wavecaster,Core Set 2021,327,,,,,,,,,,$0.00
1,1,Throes of Chaos,Modern Horizons,150,,,,,,,,,,$0.00
1,1,Ursine Champion,Core Set 2019,304,,,,,,,,,,$0.00
1,0,Vryn Wingmare,Core Set 2021,43,,,,,,,,,,$0.00
1,0,Walking Bulwark,Dominaria United,241,,,,,,,,,,$0.00
2,0,Ajani's Pridemate,War of the Spark,4,,,,,,,,,,$0.00
1,0,"Aphemia, the Cacophony",Theros Beyond Death,84,,,,,,,,,,$0.00
1,0,AWOL,"",,Near Mint,English,,,,,,,,$0.00
2,0,Befuddle,Core Set 2019,309,,,,,,,,,,$0.00
1,0,Boros Guildgate,Commander Anthology Volume II,240,,,,,,,,,,$0.00
2,1,Cave of Temptation,Modern Horizons,237,,,,,,,,,,$0.00
1,0,Costly Plunder,Ixalan,96,,,,,,,,,,$0.00
3,3,Crumbling Vestige,Oath of the Gatewatch,170,,,,,,,,,,$0.00
1,1,Deep Analysis,Commander 2019,83,,,,,,,,,,$0.00
1,1,Doomed Necromancer,Commander 2019,111,,,,,,,,,,$0.00
1,0,Elvish Impersonators,"",,Near Mint,English,,,,,,,,$0.00
1,1,Ember Hauler,Duel Decks: Merfolk vs. Goblins,37,,,,,,,,,,$0.00
1,0,Fires of Victory,Dominaria United,123,,,,,,,,,,$0.00
1,1,Force of Rage,Modern Horizons,124,,,,,,,,,,$0.00
2,2,Forever Young,Throne of Eldraine,89,,,,,,,,,,$0.00
1,0,Frankie Peanuts,Unsanctioned,5,Near Mint,English,,,,,,,,$0.00
1,0,Free-Range Chicken,"",,Near Mint,English,,,,,,,,$0.00
1,0,Kitesail Freebooter,Core Set 2021,107,,,,,,,,,,$0.00
1,0,Knight of Dawn's Light,Dominaria United,23,,,,,,,,,,$0.00
1,0,Lunarch Veteran // Luminous Phantom,Innistrad: Midnight Hunt,27,Near Mint,English,,,,,,,,$0.00
1,1,Mirran Spy,Mirrodin Besieged,26,,,,,,,,,,$0.00
1,1,Moonblade Shinobi,Modern Horizons,59,,,,,,,,,,$0.00
1,1,Mystic Retrieval,Commander 2019,90,,,,,,,,,,$0.00
4,4,Negate,Core Set 2020,69,,,,,,,,,,$0.00
1,1,Phyrexia's Core,New Phyrexia,165,,,,,,,,,,$0.00
1,1,Rakdos Guildgate,Commander 2019,267,,,,,,,,,,$0.00
1,1,Rakdos Locket,Commander 2019,220,,,,,,,,,,$0.00
3,3,Rakdos Locket,Ravnica Allegiance,237,,,,,,,,,,$0.00
1,0,"Raphael, Fiendish Savior",Commander Legends: Battle for Baldur's Gate,292,,,,,,,,,,$0.00
1,1,"Samut, Tyrant Smasher",War of the Spark,235,,,,,,,,,,$0.00
2,2,Scuttlemutt,Shadowmoor,263,,,,,,,,,,$0.00
1,1,Shepherd of the Flock // Usher to Safety,Throne of Eldraine,278,,,,,,,,,,$0.00
1,0,Silversmote Ghoul,Core Set 2021,122,,,,,,,,,,$0.00
1,0,Sludge Monster,Commander Legends: Battle for Baldur's Gate,735,,,,,,,,,,$0.00
3,3,Spinning Wheel,Throne of Eldraine,234,,,,,,,,,,$0.00
1,0,Sprouting Goblin,Dominaria United,145,,,,,,,,,,$0.00
1,1,Stave Off,Duel Decks: Speed vs. Cunning,61,,,,,,,,,,$0.00
2,2,Temple of the False God,Commander 2019,280,,,,,,,,,,$0.00
7,4,Thrill of Possibility,Throne of Eldraine,146,,,,,,,,,,$0.00
3,3,Waterkin Shaman,Core Set 2020,288,,,,,,,,,,$0.00
4,4,Wildfire Elemental,Core Set 2020,297,,,,,,,,,,$0.00
3,3,Winds of Rebuke,Amonkhet,76,,,,,,,,,,$0.00
1,0,"Zar Ojanen, Scion of Efrava",Dominaria United,227,,,,,,,,,,$0.00
1,0,Air Elemental,Core Set 2019,308,,,,,,,,,,$0.00
1,0,"Aron, Benalia's Ruin",Dominaria United,193,,,,,,,,,,$0.00
1,0,Carnivorous Death-Parrot,"",,Near Mint,English,,,,,,,,$0.00
1,1,Cinder Barrens,Commander 2019,235,,,,,,,,,,$0.00
7,0,Cloudkin Seer,Core Set 2020,54,,,,,,,,,,$0.00
1,1,Disdainful Stroke,Commander 2016,88,,,,,,,,,,$0.00
1,0,Dross Harvester,Commander Legends: Battle for Baldur's Gate,750,,,,,,,,,,$0.00
1,0,Duh,"",,Near Mint,English,,,,,,,,$0.00
1,0,Essence Scatter,Dominaria United,49,,,,,,,,,,$0.00
1,1,Faith of the Devoted,Commander 2019,112,,,,,,,,,,$0.00
2,0,Homestead Courage,Innistrad: Midnight Hunt,24,,,,,,,,,,$0.00
1,1,Huatli's Raptor,War of the Spark,200,,,,,,,,,,$0.00
1,1,Izzet Guildgate,Modern Masters 2017 Edition,237,,,,,,,,,,$0.00
1,1,Leyline Prowler,War of the Spark,202,,,,,,,,,,$0.00
1,1,Lumbering Battlement,Ravnica Allegiance,15,,,,,,,,,,$0.00
1,0,Myriad Landscape,Commander Legends: Battle for Baldur's Gate,904,,,,,,,,,,$0.00
1,0,Nephalia Drownyard,Commander Legends: Battle for Baldur's Gate,905,,,,,,,,,,$0.00
1,0,Ninja,Unstable,61,Near Mint,English,,,,,,,,$0.00
1,1,Noxious Grasp,Core Set 2020,110,,,,,,,,,,$0.00
1,1,Pteramander,Ravnica Allegiance,47,,,,,,,,,,$0.00
1,1,Reverent Hoplite,Theros Beyond Death,33,,,,,,,,,,$0.00
2,2,Riddlemaster Sphinx,Core Set 2020,317,,,,,,,,,,$0.00
1,0,Rumor Gatherer,Commander Legends: Battle for Baldur's Gate,705,,,,,,,,,,$0.00
1,1,Saruli Caretaker,Ravnica Allegiance,139,,,,,,,,,,$0.00
1,1,Soul Diviner,War of the Spark,218,,,,,,,,,,$0.00
1,0,Spirit of the Season,"",,Near Mint,English,,,,,,,,$0.00
3,0,Strangle,Streets of New Capenna,125,,,,,,,,,,$0.00
1,1,Stromkirk Occultist,Commander 2019,153,,,,,,,,,,$0.00
2,2,"Syr Carah, the Bold",Throne of Eldraine,145,,,,,,,,,,$0.00
1,0,Unsubstantiate,Eldritch Moon,79,,,,,,,,,,$0.00
1,0,Abstract Iguanart,"",,Near Mint,English,,,,,,,,$0.00
1,0,"Angrath, Captain of Chaos",War of the Spark,227,,,,,,,,,,$0.00
2,0,Animating Faerie // Bring to Life,Throne of Eldraine,280,,,,,,,,,,$0.00
1,0,Armed and Armored,Kamigawa: Neon Dynasty Commander,80,,,,,,,,,,$0.00
2,0,Blight Pile,Dominaria United,82,,,,,,,,,,$0.00
1,1,Bloodhall Priest,Commander 2019,188,,,,,,,,,,$0.00
1,0,Cathartic Reunion,Kaladesh,109,,,,,,,,,,$0.00
2,1,Crash Through,Hour of Devastation,88,,,,,,,,,,$0.00
1,1,Drag to the Underworld,Theros Beyond Death,89,,,,,,,,,,$0.00
1,0,Flavor Judge,"",,Near Mint,English,,,,,,,,$0.00
5,5,Frogify,Throne of Eldraine,47,,,,,,,,,,$0.00
1,1,Gateway Plaza,Guilds of Ravnica,247,,,,,,,,,,$0.00
1,0,Ghost Lantern // Bind Spirit,Commander Legends: Battle for Baldur's Gate,128,,,,,,,,,,$0.00
1,1,Golgari Guildgate,Modern Masters 2017 Edition,235,,,,,,,,,,$0.00
1,1,Gravedigger,Beatdown Box Set,27,,,,,,,,,,$0.00
2,2,"Grumgully, the Generous",Throne of Eldraine,192,,,,,,,,,,$0.00
1,0,Herd Migration,Dominaria United,165,,,,,,,,,,$0.00
1,0,Hero's Heirloom,Dominaria United,231,,,,,,,,,,$0.00
1,0,Hex,Commander Legends: Battle for Baldur's Gate,757,,,,,,,,,,$0.00
1,0,Impede Momentum,Dominaria United,54,Near Mint,English,,,,,,,,$0.00
2,2,Izzet Locket,Commander 2019,215,,,,,,,,,,$0.00
2,2,Mire Triton,Theros Beyond Death,105,,,,,,,,,,$0.00
1,1,Natural State,Oath of the Gatewatch,136,,,,,,,,,,$0.00
1,0,Nighthowler,Commander Legends: Battle for Baldur's Gate,764,,,,,,,,,,$0.00
1,0,"Raiyuu, Storm's Edge",Kamigawa: Neon Dynasty,232,Near Mint,English,,,,,,promo,,$0.00
1,0,"Raiyuu, Storm's Edge",Kamigawa: Neon Dynasty,232,Near Mint,English,,,,,,,,$0.00
3,3,Rile,Ixalan,158,,,,,,,,,,$0.00
1,0,Teachings of the Kirin // Kirin-Touched Orochi,Kamigawa: Neon Dynasty,212,,,,,,,,,,$0.00
3,3,Tezzeret's Strider,Core Set 2019,290,,,,,,,,,,$0.00
2,0,Urborg Repossession,Dominaria United,114,,,,,,,,,,$0.00
1,0,Wharf Infiltrator,Commander Legends: Battle for Baldur's Gate,737,,,,,,,,,,$0.00
1,1,Wishcoin Crab,Guilds of Ravnica,60,,,foil,,,,,,,$0.00
1,0,Audacious Thief,Core Set 2020,84,,,,,,,,,,$0.00
1,0,Bat-,"",,Near Mint,English,,,,,,,,$0.00
1,0,Boros Garrison,Commander 2019,233,,,,,,,,,,$0.00
1,0,Cathar's Call,Innistrad: Midnight Hunt,11,,,,,,,,,,$0.00
4,0,Celestial Messenger,Core Set 2020,287,,,,,,,,,,$0.00
1,1,Chronic Flooding,Return to Ravnica,32,,,,,,,,,,$0.00
2,0,Cinder Barrens,Core Set 2019,248,,,,,,,,,,$0.00
3,2,Claim the Firstborn,Throne of Eldraine,118,,,,,,,,,,$0.00
1,1,Cradle of the Accursed,Amonkhet,241,,,,,,,,,,$0.00
1,1,Creeping Trailblazer,Core Set 2020,207,,,,,,,,,,$0.00
1,1,Dark Remedy,Core Set 2020,321,,,,,,,,,,$0.00
1,1,"Daxos, Blessed by the Sun",Theros Beyond Death,258,,,,,,,,,,$0.00
1,1,Deliver Unto Evil,War of the Spark,85,,,,,,,,,,$0.00
1,0,Dismal Backwater,Core Set 2021,245,,,,,,,,,,$0.00
1,1,Dryad Greenseeker,Core Set 2019,178,,,,,,,,,,$0.00
1,0,Emcee,"",,Near Mint,English,,,,,,,,$0.00
1,1,Fiery Temper,Commander 2019,142,,,,,,,,,,$0.00
2,2,Gateway Plaza,Ravnica Allegiance,247,,,,,,,,,,$0.00
1,1,Glowspore Shaman,Guilds of Ravnica,173,,,,,,,,,,$0.00
1,0,Goblin Haberdasher,"",,Near Mint,English,,,,,,,,$0.00
1,1,Goblin Motivator,Core Set 2019,143,,,,,,,,,,$0.00
1,0,Goblin S.W.A.T. Team,"",,Near Mint,English,,,,,,,,$0.00
1,0,Growth Spurt,"",,Near Mint,English,,,,,,,,$0.00
1,1,Infernal Reckoning,Core Set 2019,102,,,,,,,,,,$0.00
1,1,Ivy Lane Denizen,Gatecrash,125,,,,,,,,,,$0.00
1,1,Izzet Guildgate,Commander 2019,253,,,,,,,,,,$0.00
2,0,"Lagomos, Hand of Hatred",Dominaria United,205,,,,,,,,,,$0.00
2,2,Lathnu Sailback,Aether Revolt,89,,,,,,,,,,$0.00
1,1,Leadership Vacuum,Commander 2019,9,,,,,,,,,,$0.00
1,1,Magmaquake,Commander 2019,148,,,,,,,,,,$0.00
6,6,Maraleaf Pixie,Throne of Eldraine,196,,,,,,,,,,$0.00
1,0,"Mazzy, Truesword Paladin",Commander Legends: Battle for Baldur's Gate,430,,,,,,,,,,$0.00
1,1,Memorial to Folly,Commander 2019,259,,,,,,,,,,$0.00
2,2,Meteor Golem,Core Set 2019,241,,,,,,,,,,$0.00
1,1,Murder,Eldritch Moon,97,,,,,,,,,,$0.00
1,0,"Nael, Avizoa Aeronaut",Dominaria United,207,,,,,,,,,,$0.00
1,0,Old Fogey,Unsanctioned,67,Near Mint,English,,,,,,,,$0.00
2,2,Orzhov Locket,Ravnica Allegiance,236,,,,,,,,,,$0.00
1,0,Pixie Illusionist,Dominaria United,61,,,,,,,,,,$0.00
1,0,Poultrygeist,"",,Near Mint,English,,,,,,,,$0.00
1,1,Pounce,Ixalan,200,,,,,,,,,,$0.00
1,1,Pristine Skywise,Commander 2019,196,,,,,,,,,,$0.00
3,3,Return to Nature,Throne of Eldraine,173,,,,,,,,,,$0.00
1,0,Rings a Bell,"",,Near Mint,English,,,,,,,,$0.00
1,0,"Rona, Sheoldred's Faithful",Dominaria United,216,,,,,,,,,,$0.00
1,1,Scampering Scorcher,Core Set 2020,158,,,,,,,,,,$0.00
1,0,Sculpted Sunburst,Commander Legends: Battle for Baldur's Gate,42,,,,,,,,,,$0.00
2,2,Sleep,Core Set 2019,74,,,,,,,,,,$0.00
1,0,Strutting Turkey,"",,Near Mint,English,,,,,,,,$0.00
1,1,"Taranika, Akroan Veteran",Theros Beyond Death,39,,,,,,,,,,$0.00
1,0,Temple of the False God,Commander Legends: Battle for Baldur's Gate,925,,,,,,,,,,$0.00
1,1,Thought Collapse,Ravnica Allegiance,57,,,,,,,,,,$0.00
3,3,Torch Courier,Guilds of Ravnica,119,,,,,,,,,,$0.00
1,1,Treeshaker Chimera,Theros Beyond Death,297,,,,,,,,,,$0.00
1,1,Truefire Captain,Guilds of Ravnica,209,,,,,,,,,,$0.00
1,0,Underdome,"",,Near Mint,English,,,,,,,,$0.00
1,0,Vanquisher's Axe,Dominaria United,240,,,,,,,,,,$0.00
1,0,Vineshaper Prodigy,Dominaria United,187,,,,,,,,,,$0.00
1,0,Wildwood Scourge,Core Set 2021,214,,,,,,,,,,$0.00
6,6,Winged Words,Core Set 2020,80,,,,,,,,,,$0.00
1,0,Adorable Kitten,"",,Near Mint,English,,,,,,,,$0.00
1,0,Adorable Kitten,Unstable,1,,,,,,,,,,$0.00
2,0,"Anax, Hardened in the Forge",Theros Beyond Death,125,,,,,,,,,,$0.00
1,0,Angelic Exaltation,Ravnica Allegiance,2,,,,,,,,,,$0.00
1,0,Azorius Chancery,Commander 2019,228,,,,,,,,,,$0.00
1,0,Burning Prophet,War of the Spark,117,,,,,,,,,,$0.00
1,0,Cartouche of Knowledge,Amonkhet,45,,,,,,,,,,$0.00
1,0,Charcoal Diamond,Commander Legends: Battle for Baldur's Gate,305,,,,,,,,,,$0.00
4,0,Commune with Spirits,Kamigawa: Neon Dynasty,180,,,,,,,,,,$0.00
4,4,Dismal Backwater,Core Set 2020,245,,,,,,,,,,$0.00
1,1,Dungeon Geists,Core Set 2020,57,,,,,,,,,,$0.00
1,1,Edgewall Innkeeper,Throne of Eldraine,151,,,,,,,,,,$0.00
1,1,Enigma Drake,Amonkhet,198,,,,,,,,,,$0.00
1,0,Enter the Dungeon,Unsanctioned,36,Near Mint,English,,,,,,,,$0.00
1,1,Escaped Null,Rise of the Eldrazi,109,,,,,,,,,,$0.00
4,2,Evolving Wilds,Amonkhet,242,,,,,,,,,,$0.00
2,2,Ferocity of the Wilds,Throne of Eldraine,123,,,,,,,,,,$0.00
1,0,Fungal Rebirth,Core Set 2021,182,,,,,,,,,,$0.00
1,0,"Ganax, Astral Hunter",Commander Legends: Battle for Baldur's Gate,398,,,,,,,,,,$0.00
2,2,Gateway Plaza,War of the Spark,246,,,,,,,,,,$0.00
1,1,Gravewaker,Core Set 2019,293,,,,,,,,,,$0.00
4,4,Gravewaker,Core Set 2020,323,,,,,,,,,,$0.00
1,0,Griffin Aerie,Core Set 2021,22,,,,,,,,,,$0.00
1,1,Heliod's Pilgrim,Theros Beyond Death,20,,,,,,,,,,$0.00
1,0,Hurloon Battle Hymn,Dominaria United,131,,,,,,,,,,$0.00
1,0,Impulse,Dominaria United,55,,,,,,,,,,$0.00
2,0,Lorescale Coatl,Masters 25,207,,,,,,,,,,$0.00
4,4,Oko's Accomplices,Throne of Eldraine,310,,,,,,,,,,$0.00
2,2,Overgrowth Elemental,Core Set 2020,187,,,,,,,,,,$0.00
1,0,Path of Ancestry,Commander Legends: Battle for Baldur's Gate,907,,,,,,,,,,$0.00
3,3,Pollenbright Druid,War of the Spark,173,,,,,,,,,,$0.00
1,0,Protect the Negotiators,Dominaria United,62,,,,,,,,,,$0.00
1,0,Roaring Earth,Kamigawa: Neon Dynasty,204,,,,,,,,,,$0.00
1,1,Sequestered Stash,Kaladesh,248,,,,,,,,,,$0.00
1,0,Spell Pierce,Kamigawa: Neon Dynasty,80,,,,,,,,,,$0.00
2,1,Sundering Stroke,Throne of Eldraine,144,,,,,,,,,,$0.00
1,0,Sword Coast Serpent // Capsizing Wave,Commander Legends: Battle for Baldur's Gate,99,,,,,,,,,,$0.00
1,1,Thalia's Geistcaller,Commander 2019,7,,,,,,,,,,$0.00
2,2,Unbridled Growth,Aether Revolt,126,,,,,,,,,,$0.00
2,2,Vampire Sovereign,Core Set 2019,125,,,,,,,,,,$0.00
1,1,Wildborn Preserver,Throne of Eldraine,182,,,,,,,,,,$0.00
2,0,Yavimaya Steelcrusher,Dominaria United,152,,,,,,,,,,$0.00
1,0,Allure of the Unknown,Theros Beyond Death,207,,,,,,,,,,$0.00
1,0,Anticipate,Core Set 2020,45,,,foil,,,,,,,$0.00
2,1,Armillary Sphere,Commander 2019,209,,,,,,,,,,$0.00
2,0,Artillery Blast,Dominaria United,6,,,,,,,,,,$0.00
1,1,Avacyn's Judgment,Commander 2019,134,,,,,,,,,,$0.00
1,0,Azorius Locket,Commander 2019,210,,,,,,,,,,$0.00
1,0,"Baird, Argivian Recruiter",Dominaria United,195,,,,,,,,,,$0.00
2,0,Battlefly Swarm,Dominaria United,81,,,,,,,,,,$0.00
1,1,Bloodfell Caves,Commander 2019,230,,,,,,,,,,$0.00
2,1,Bloodthirsty Blade,Commander 2019,53,,,,,,,,,,$0.00
2,0,Chemister's Insight,Commander 2019,80,,,,,,,,,,$0.00
2,0,Concordia Pegasus,Core Set 2020,304,,,,,,,,,,$0.00
2,0,Crash Through,Core Set 2021,140,,,,,,,,,,$0.00
2,2,Diamond Knight,Core Set 2020,224,,,,,,,,,,$0.00
1,1,Diregraf Ghoul,Innistrad,97,,,,,,,,,,$0.00
1,0,Dryad's Revival,Innistrad: Midnight Hunt,183,,,,,,,,,,$0.00
1,0,Eaten Alive,Innistrad: Midnight Hunt,99,,,,,,,,,,$0.00
1,1,Eldrazi Skyspawner,Battle for Zendikar,58,,,,,,,,,,$0.00
1,0,Elvish Hydromancer,Dominaria United,162,,,,,,,,,,$0.00
2,2,Embereth Shieldbreaker // Battle Display,Throne of Eldraine,122,,,,,,,,,,$0.00
4,4,Garrison Griffin,Throne of Eldraine,305,,,,,,,,,,$0.00
1,1,Hate Mirage,Commander 2019,26,,,,,,,,,,$0.00
1,1,Highland Lake,Commander 2019,251,,,,,,,,,,$0.00
1,0,Hotshot Mechanic,Kamigawa: Neon Dynasty,16,,,,,,,,,,$0.00
1,1,Hypnotic Sprite // Mesmeric Glare,Throne of Eldraine,49,,,,,,,,,,$0.00
1,1,Implement of Combustion,Aether Revolt,155,,,,,,,,,,$0.00
1,0,Inhumaniac,"",,Near Mint,English,,,,,,,,$0.00
1,0,Jaya's Firenado,Dominaria United,134,,,,,,,,,,$0.00
3,3,Keeper of Fables,Throne of Eldraine,163,,,,,,,,,,$0.00
4,4,Lazotep Reaver,War of the Spark,96,,,,,,,,,,$0.00
1,1,Lightning Strike,Theros,127,,,,,,,,,,$0.00
1,0,Linebreaker Baloth,Dominaria United,168,,,,,,,,,,$0.00
1,0,Lofty Denial,Core Set 2021,56,,,,,,,,,,$0.00
1,1,Lucky Clover,Throne of Eldraine,226,,,,,,,,,,$0.00
1,0,"Mahadi, Emporium Master",Commander Legends: Battle for Baldur's Gate,429,,,,,,,,,,$0.00
1,0,Monstrous War-Leech,Dominaria United,98,,,,,,,,,,$0.00
1,0,Moon-Circuit Hacker,Kamigawa: Neon Dynasty,67,,,,,,,,,,$0.00
1,1,Mortuary Mire,Commander 2019,260,,,,,,,,,,$0.00
1,1,Moss Viper,Theros Beyond Death,179,,,,,,,,,,$0.00
4,4,Negate,Aether Revolt,40,,,,,,,,,,$0.00
1,1,Nessian Wanderer,Theros Beyond Death,183,,,,,,,,,,$0.00
1,1,Omen of the Sea,Theros Beyond Death,58,,,,,,,,,,$0.00
3,3,Pyroclastic Elemental,Core Set 2020,296,,,,,,,,,,$0.00
1,1,Resolute Rider,Throne of Eldraine,214,,,foil,,,,,,,$0.00
2,2,Scaretiller,Commander 2019,57,,,,,,,,,,$0.00
4,4,Scoured Barrens,Core Set 2020,251,,,,,,,,,,$0.00
2,2,Shivan Dragon,Core Set 2020,335,,,,,,,,,,$0.00
1,0,Snickering Squirrel,"",,Near Mint,English,,,,,,,,$0.00
1,0,Stall for Time,Dominaria United,34,,,,,,,,,,$0.00
4,4,Sunlit Hoplite,Theros Beyond Death,273,,,,,,,,,,$0.00
1,0,Super-Duper Death Ray,"",,Near Mint,English,,,,,,,,$0.00
2,0,Territorial Maro,Dominaria United,184,,,,,,,,,,$0.00
1,0,"Tori D'Avenant, Fury Rider",Dominaria United,223,,,,,,,,,,$0.00
1,1,Tormenting Voice,Dragons of Tarkir,163,,,,,,,,,,$0.00
1,1,Tournament Grounds,Throne of Eldraine,248,,,,,,,,,,$0.00
2,2,Ugin's Conjurant,War of the Spark,3,,,,,,,,,,$0.00
1,0,Unsubstantiate,Core Set 2021,82,,,,,,,,,,$0.00
4,4,Venerable Knight,Throne of Eldraine,35,,,,,,,,,,$0.00
4,0,Wildwood Patrol,Core Set 2021,339,,,,,,,,,,$0.00
1,1,Wind-Scarred Crag,Commander Anthology Volume II,278,,,,,,,,,,$0.00
1,0,Wiretapping,Streets of New Capenna,65,,,,,,,,,,$0.00
3,3,Wrangle,Aether Revolt,101,,,,,,,,,,$0.00
1,0,Yavimaya Sojourner,Dominaria United,191,,,,,,,,,,$0.00
2,0,Acolyte of Affliction,Theros Beyond Death,206,,,,,,,,,,$0.00
1,0,Aeronaut Admiral,Kamigawa: Neon Dynasty Commander,79,,,,,,,,,,$0.00
1,0,Aggressive Sabotage,Dominaria United,78,,,,,,,,,,$0.00
1,0,Alchemist's Greeting,Commander 2019,133,,,,,,,,,,$0.00
1,0,Ancient Brontodon,Ixalan,175,,,,,,,,,,$0.00
2,0,Animating Faerie // Bring to Life,Throne of Eldraine,38,,,,,,,,,,$0.00
1,1,Artificer's Assistant,Dominaria,44,,,,,,,,,,$0.00
1,0,Bad Deal,Core Set 2021,89,,,,,,,,,,$0.00
1,1,Banishing Light,Theros Beyond Death,4,,,,,,,,,,$0.00
1,0,Barkhide Troll,Core Set 2020,165,,,,,,,,,,$0.00
1,0,Benthic Infiltrator,Battle for Zendikar,55,,,,,,,,,,$0.00
5,2,Bloodfell Caves,Core Set 2020,242,,,,,,,,,,$0.00
1,0,Bloodfell Caves,Ikoria: Lair of Behemoths,243,,,,,,,,,,$0.00
2,0,Bone Splinters,Dominaria United,83,,,,,,,,,,$0.00
1,0,Boros Guildgate,Commander 2013,280,,,,,,,,,,$0.00
1,0,Boros Guildgate,Commander 2019,234,,,,,,,,,,$0.00
2,2,"Callaphe, Beloved of the Sea",Theros Beyond Death,45,,,,,,,,,,$0.00
